DATE,PROVINCE_POSTERIOR_MEAN_CASES,PROVINCE_LOWER_CREDIBLE_CASES,PROVINCE_UPPER_CREDIBLE_CASES,CALIBRATED_POSTERIOR_MEAN_CASES,LOW_ALERT_COUNT,MODERATE_ALERT_COUNT,HIGH_ALERT_COUNT,CRITICAL_ALERT_COUNT,AUTOMATIC_OUTBREAK_ALERT_COUNT,INDIVIDUAL_OUTBREAK_ALERT_COUNT,PROBABILISTIC_OUTBREAK_ALERT_COUNT,RED_CLUSTER_OUTBREAK_ALERT_COUNT,RED_CLUSTER_LIKELY_ORIGIN_COUNT,RED_CASE_ZONE_COUNT,CLUSTER_WATCH_COUNT,RED_CLUSTER_COUNT,NEW_RED_CLUSTER_COUNT,NEW_HIGH_RISK_ONSET_COUNT,NEW_AUTOMATIC_OUTBREAK_ONSET_COUNT,MORANS_I,MEAN_CREDIBLE_INTERVAL_WIDTH,BAYESIAN_UPDATE_COUNT
2047-09-01,257.784000,0.000000,1031.900000,257.784000,169,30,0,0,17,0,0,17,2,20,0,2,1,0,14,0.644101,5.185427,0
2047-10-01,257.268000,0.000000,1028.900000,257.268000,169,30,0,0,3,0,0,3,1,12,8,1,0,0,1,0.612756,5.170352,0
2047-11-01,257.440000,0.000000,1024.900000,257.440000,168,31,0,0,13,0,0,13,2,17,2,2,1,0,11,0.648492,5.150251,0
2047-12-01,257.796000,0.000000,1042.750000,257.796000,169,30,0,0,6,0,0,6,1,11,2,1,0,0,0,0.639277,5.239950,0
2048-01-01,254.540000,0.000000,1016.900000,254.540000,166,33,0,0,9,0,0,9,1,16,6,1,0,0,3,0.639177,5.110050,0
2048-02-01,250.204000,0.000000,1002.000000,250.204000,168,31,0,0,9,0,0,9,1,18,6,1,0,0,1,0.616825,5.035176,0
2048-03-01,252.356000,0.000000,1025.425000,252.356000,165,34,0,0,9,0,0,9,1,19,6,1,0,0,1,0.636390,5.152889,0
2048-04-01,253.024000,0.000000,1027.875000,253.024000,162,37,0,0,10,0,0,10,1,16,2,1,0,0,1,0.654697,5.165201,0
2048-05-01,251.432000,0.000000,1022.125000,251.432000,169,30,0,0,6,0,0,6,1,14,4,1,0,0,1,0.635969,5.136307,0
2048-06-01,252.684000,0.000000,1027.125000,252.684000,171,28,0,0,7,0,0,7,1,14,2,1,0,0,4,0.585997,5.161432,0
2048-07-01,254.004000,0.000000,1032.200000,254.004000,174,25,0,0,13,0,0,13,2,17,2,2,1,0,6,0.627118,5.186935,0
2048-08-01,253.744000,0.000000,1034.000000,253.744000,170,29,0,0,21,0,0,21,2,22,0,2,0,0,9,0.631630,5.195980,0
2048-09-01,253.664000,0.000000,1030.775000,253.664000,171,28,0,0,7,0,0,7,1,14,2,1,0,0,0,0.652288,5.179774,0
2048-10-01,256.128000,0.000000,1049.450000,256.128000,170,29,0,0,8,0,0,8,2,14,4,2,1,0,5,0.621612,5.273618,0
2048-11-01,256.212000,0.000000,1041.550000,256.212000,164,35,0,0,22,0,0,22,2,23,0,2,0,0,14,0.652112,5.233920,0
2048-12-01,255.236000,0.000000,1032.350000,255.236000,169,30,0,0,23,0,0,23,2,25,0,2,0,0,3,0.643512,5.187688,0
2049-01-01,249.476000,0.000000,1004.025000,249.476000,169,30,0,0,18,0,0,18,2,21,0,2,0,0,2,0.648476,5.045352,0
2049-02-01,250.048000,0.000000,1019.575000,250.048000,169,30,0,0,10,0,0,10,2,14,0,2,0,0,1,0.628565,5.123492,0
2049-03-01,252.320000,0.000000,1029.675000,252.320000,172,27,0,0,11,0,0,11,2,16,0,2,0,0,3,0.584409,5.174246,0
2049-04-01,250.196000,0.000000,1035.225000,250.196000,168,31,0,0,11,0,0,11,2,16,2,2,0,0,4,0.640990,5.202136,0
2049-05-01,251.276000,0.000000,1036.000000,251.276000,171,28,0,0,8,0,0,8,1,15,2,1,0,0,2,0.640163,5.206030,0
2049-06-01,250.796000,0.000000,1030.450000,250.796000,163,36,0,0,13,0,0,13,2,15,0,2,1,0,5,0.655602,5.178141,0
2049-07-01,254.912000,0.000000,1028.000000,254.912000,169,30,0,0,13,0,0,13,2,17,2,2,0,0,1,0.613128,5.165829,0
2049-08-01,254.204000,0.000000,1040.750000,254.204000,170,29,0,0,11,0,0,11,2,14,2,2,0,0,1,0.608625,5.229899,0
2049-09-01,256.552000,0.000000,1054.125000,256.552000,175,24,0,0,17,0,0,17,2,18,0,2,0,0,8,0.602115,5.297111,0
2049-10-01,256.464000,0.000000,1054.875000,256.464000,176,23,0,0,17,0,0,17,2,20,2,2,0,0,4,0.638189,5.300879,0
2049-11-01,255.408000,0.000000,1054.100000,255.408000,171,28,0,0,12,0,0,12,2,15,0,2,0,0,1,0.649791,5.296985,0
2049-12-01,256.304000,0.000000,1046.450000,256.304000,174,25,0,0,14,0,0,14,2,18,2,2,0,0,3,0.646960,5.258543,0
2050-01-01,251.156000,0.000000,1043.125000,251.156000,172,27,0,0,15,0,0,15,2,17,0,2,0,0,3,0.633218,5.241834,0
2050-02-01,251.864000,0.000000,1046.100000,251.864000,169,30,0,0,8,0,0,8,1,13,2,1,0,0,0,0.643951,5.256784,0
2050-03-01,250.476000,0.000000,1023.900000,250.476000,169,30,0,0,9,0,0,9,1,15,2,1,0,0,2,0.612341,5.145226,0
2050-04-01,250.268000,0.000000,1037.325000,250.268000,173,26,0,0,7,0,0,7,1,16,6,1,0,0,0,0.637414,5.212688,0
2050-05-01,253.592000,0.000000,1051.000000,253.592000,170,29,0,0,8,0,0,8,1,16,6,1,0,0,1,0.617657,5.281407,0
2050-06-01,251.572000,0.000000,1039.900000,251.572000,174,25,0,0,12,1,0,12,2,16,0,2,1,0,6,0.611943,5.225628,0
2050-07-01,251.772000,0.000000,1050.100000,251.772000,172,27,0,0,9,0,0,9,2,14,2,2,0,0,1,0.612994,5.276884,0
2050-08-01,253.556000,0.000000,1044.750000,253.556000,175,24,0,0,18,0,0,18,2,21,2,2,0,0,11,0.630896,5.250000,0
2050-09-01,251.544000,0.000000,1048.675000,251.544000,171,28,0,0,19,0,0,19,2,20,0,2,0,0,3,0.652247,5.269724,0
2050-10-01,252.800000,0.000000,1055.875000,252.800000,175,24,0,0,20,0,0,20,2,22,0,2,0,0,3,0.584891,5.305905,0
2050-11-01,253.736000,0.000000,1041.575000,253.736000,166,33,0,0,15,0,0,15,2,19,2,2,0,0,0,0.638561,5.234045,0
2050-12-01,255.460000,0.000000,1055.975000,255.460000,172,27,0,0,6,0,0,6,1,14,6,1,0,0,3,0.629933,5.306407,0
