NODE_ID,PSGC,BARANGAY,MUNICIPALITY,MUNICIPALITY_CODE,PROVINCE,PROVINCE_CODE,AREA_KM2,CENTROID_LON,CENTROID_LAT,BOUNDARY_NAME_NORMALIZED,LOCALITY_NAME_NORMALIZED,CALIBRATION_STATUS,OUTBREAK_CASE_THRESHOLD,HISTORICAL_OR_PRIOR_MONTHLY_MEAN,HISTORICAL_OR_PRIOR_MONTHLY_STD,ANNUAL_GROWTH_RATE,NEIGHBOR_COUNT
105,1206318001,Ambalgan,Santo Niño,1206318000,South Cotabato,1206300000,3.05488,124.69658325182304,6.414011869000036,AMBALGAN,SANTO NINO,CALIBRATED_SOUTH_COTABATO,2.0,0.9634107725460205,0.6721694698618991,0.009232156708198113,3
106,1206318002,Guinsang-an,Santo Niño,1206318000,South Cotabato,1206300000,8.620002,124.66988126797386,6.4745126660000665,GUINSANG AN,SANTO NINO,CALIBRATED_SOUTH_COTABATO,3.0,1.030414883264097,0.71913517986128,0.009629171608354494,5
107,1206318003,Katipunan,Santo Niño,1206318000,South Cotabato,1206300000,9.757822,124.70102835506674,6.468153923209837,KATIPUNAN,SANTO NINO,CALIBRATED_SOUTH_COTABATO,3.0,1.3071722404615456,0.9123205035662223,0.009164160475586366,8
108,1206318004,Manuel Roxas,Santo Niño,1206318000,South Cotabato,1206300000,15.226435,124.64456949104792,6.450702887500057,MANUEL ROXAS,SANTO NINO,CALIBRATED_SOUTH_COTABATO,3.0,1.2001612633096752,0.8376631834079042,0.009471602489892579,5
109,1206318005,Panay,Santo Niño,1206318000,South Cotabato,1206300000,3.136951,124.63013488111947,6.4847839675000465,PANAY,SANTO NINO,CALIBRATED_SOUTH_COTABATO,3.0,1.400305951813363,0.9772977260846085,0.008795639669314691,3
110,1206318006,Poblacion,Santo Niño,1206318000,South Cotabato,1206300000,5.310346,124.67562148186019,6.429067834000051,POBLACION,SANTO NINO,CALIBRATED_SOUTH_COTABATO,4.0,1.6473365476274031,1.149528823166337,0.008131564697666216,4
111,1206318007,San Isidro,Santo Niño,1206318000,South Cotabato,1206300000,7.042889,124.68296943904242,6.450102577000052,SAN ISIDRO,SANTO NINO,CALIBRATED_SOUTH_COTABATO,3.0,1.1635871422441577,0.8120122730574828,0.009368718466643703,6
112,1206318008,San Vicente,Santo Niño,1206318000,South Cotabato,1206300000,5.972796,124.64061962418569,6.491717910500027,SAN VICENTE,SANTO NINO,CALIBRATED_SOUTH_COTABATO,3.0,1.2153344400437753,0.8483434510680222,0.00960444783737935,6
113,1206318009,Teresita,Santo Niño,1206318000,South Cotabato,1206300000,7.994344,124.70536906185639,6.43583030392368,TERESITA,SANTO NINO,CALIBRATED_SOUTH_COTABATO,3.0,1.2892381279222584,0.8999086000298275,0.009435261648941748,8
114,1206318010,Sajaneba,Santo Niño,1206318000,South Cotabato,1206300000,2.772118,124.69083341863941,6.434034809000024,SAJANEBA,SANTO NINO,CALIBRATED_SOUTH_COTABATO,2.0,0.8316497418788159,0.580467991014667,0.010669825492402042,4
115,1206313002,Buenavista,Surallah,1206313000,South Cotabato,1206300000,6.561237,124.74483930475577,6.310332640000041,BUENAVISTA,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.6915444190260303,1.0102564247000372,0.03,5
116,1206313003,Centrala,Surallah,1206313000,South Cotabato,1206300000,21.567265,124.75311216794933,6.338211265000041,CENTRALA,SURALLAH,CALIBRATED_SOUTH_COTABATO,6.0,2.5056633690004295,1.496546159659106,0.03,8
117,1206313004,Colongulo,Surallah,1206313000,South Cotabato,1206300000,27.102174,124.71026343525938,6.3181970750000565,COLONGULO,SURALLAH,CALIBRATED_SOUTH_COTABATO,5.0,2.139243623657875,1.2775904965141032,0.03,10
118,1206313005,Dajay,Surallah,1206313000,South Cotabato,1206300000,21.586259,124.71894037255822,6.382244871500035,DAJAY,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.8024741317944217,1.0770122876245116,0.03,9
119,1206313006,Duengas,Surallah,1206313000,South Cotabato,1206300000,1.443237,124.69675315222877,6.3637780295000255,DUENGAS,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.986444844843152,1.1867378961613255,0.03,3
120,1206313008,Canahay,Surallah,1206313000,South Cotabato,1206300000,3.778749,124.73461252956994,6.301596148000044,CANAHAY,SURALLAH,CALIBRATED_SOUTH_COTABATO,5.0,2.0303170042040413,1.2126084903648755,0.03,4
121,1206313014,Lambontong,Surallah,1206313000,South Cotabato,1206300000,10.874852,124.8158691040571,6.314209315000056,LAMBONTONG,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.5619784514497503,0.9328890301537898,0.03,5
122,1206313017,Lamian,Surallah,1206313000,South Cotabato,1206300000,13.558491,124.8367581282696,6.314209315000056,LAMIAN,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.6425115119651703,0.9815045983261079,0.03,8
123,1206313018,Lamsugod,Surallah,1206313000,South Cotabato,1206300000,9.865982,124.7992616735456,6.306697442000058,LAMSUGOD,SURALLAH,CALIBRATED_SOUTH_COTABATO,5.0,2.1186996656591157,1.2654556283831604,0.03,6
124,1206313019,Libertad,Surallah,1206313000,South Cotabato,1206300000,2.107609,124.74309864874566,6.381316786000042,LIBERTAD,SURALLAH,CALIBRATED_SOUTH_COTABATO,6.0,2.8090975150263797,1.677568443616577,0.03,4
125,1206313020,Little Baguio,Surallah,1206313000,South Cotabato,1206300000,6.472463,124.71909004716156,6.302630782500046,LITTLE BAGUIO,SURALLAH,CALIBRATED_SOUTH_COTABATO,5.0,2.4181521263411927,1.4441540132836352,0.03,5
126,1206313023,Moloy,Surallah,1206313000,South Cotabato,1206300000,21.42463,124.69247676333387,6.347338254500045,MOLOY,SURALLAH,CALIBRATED_SOUTH_COTABATO,5.0,2.33311430641347,1.3935280426456127,0.03,5
127,1206313024,Naci,Surallah,1206313000,South Cotabato,1206300000,14.863381,124.78773557155921,6.339972251500058,NACI,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.9415604322753042,1.1594857277622042,0.03,7
128,1206313028,Talahik,Surallah,1206313000,South Cotabato,1206300000,22.622351,124.67511174324935,6.366736866000024,TALAHIK,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.8896942413887057,1.1285961769810153,0.03,4
129,1206313030,Tubiala,Surallah,1206313000,South Cotabato,1206300000,11.019739,124.7734825934979,6.30343868050005,TUBIALA,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.8372147396123009,1.0975696650013749,0.03,5
130,1206313031,Upper Sepaka,Surallah,1206313000,South Cotabato,1206300000,52.734247,124.62357772957796,6.347943521500071,UPPER SEPAKA,SURALLAH,CALIBRATED_SOUTH_COTABATO,4.0,1.786865595308651,1.0673788302125533,0.03,5
131,1206313032,Veterans,Surallah,1206313000,South Cotabato,1206300000,3.858251,124.80499907014088,6.273663099638324,VETERANS,SURALLAH,CALIBRATED_SOUTH_COTABATO,5.0,2.2623684664784545,1.3512619574232445,0.03,4
132,1206316001,Basag,T'Boli,1206316000,South Cotabato,1206300000,77.026454,124.99263914610003,6.166671911481691,BASAG,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.8365403698225861,0.5455973002119804,0.03,8
133,1206316002,Edwards,T'Boli,1206316000,South Cotabato,1206300000,10.246856,124.8067300523108,6.238671752808356,EDWARDS,TBOLI,CALIBRATED_SOUTH_COTABATO,3.0,1.4882101327763158,0.9700075429296966,0.03,6
134,1206316004,Kematu,T'Boli,1206316000,South Cotabato,1206300000,37.518106,124.87394775906625,6.2000168700000415,KEMATU,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.951593164477129,0.620306585406391,0.03,10
135,1206316005,Laconon,T'Boli,1206316000,South Cotabato,1206300000,135.019015,124.71688429675584,6.110002665500046,LACONON,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.756131533527096,0.4933582455976796,0.03,7
136,1206316008,Lamsalome,T'Boli,1206316000,South Cotabato,1206300000,7.204375,124.9085760726554,6.26820018950005,LAMSALOME,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.9100642530544819,0.593309475370584,0.03,6
137,1206316011,New Dumangas,T'Boli,1206316000,South Cotabato,1206300000,21.223659,124.79937403854305,6.205190859000055,NEW DUMANGAS,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.8096021901462537,0.5280365769255015,0.03,10
138,1206316012,Sinolon,T'Boli,1206316000,South Cotabato,1206300000,14.880574,124.82916398299935,6.273028572638335,SINOLON,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.9418135453057808,0.6141083778813601,0.03,8
139,1206316014,Lambangan,T'Boli,1206316000,South Cotabato,1206300000,17.666618,124.92793890007005,6.249985904702037,LAMBANGAN,TBOLI,CALIBRATED_SOUTH_COTABATO,3.0,1.036314558707183,0.6754706133331688,0.03,7
140,1206316016,Maan,T'Boli,1206316000,South Cotabato,1206300000,81.679421,124.95556242815888,6.055127617500062,MAAN,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.9089603159315541,0.5927256343925164,0.03,4
141,1206316017,Afus,T'Boli,1206316000,South Cotabato,1206300000,14.794357,124.84464281244547,6.165688246000059,AFUS,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.6918012600400059,0.45131236396143626,0.03,5
142,1206316018,Lambuling,T'Boli,1206316000,South Cotabato,1206300000,17.498654,124.89326815101057,6.239898254500046,LAMBULING,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.8675798423733357,0.5656742298067015,0.03,5
143,1206316019,Lamhako,T'Boli,1206316000,South Cotabato,1206300000,14.40159,124.86608822608905,6.24707075850003,LAMHAKO,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.7277850693681482,0.4748143330696446,0.03,5
144,1206316020,Poblacion,T'Boli,1206316000,South Cotabato,1206300000,7.947192,124.81765836217645,6.2098733520000735,POBLACION,TBOLI,CALIBRATED_SOUTH_COTABATO,4.0,1.6548745047862752,1.0786532571932466,0.03,6
145,1206316021,Talcon,T'Boli,1206316000,South Cotabato,1206300000,10.580924,124.95817506450219,6.2208722250000505,TALCON,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.7408434325711677,0.48333948903055624,0.03,5
146,1206316022,Talufo,T'Boli,1206316000,South Cotabato,1206300000,11.036589,124.87985023280712,6.2712693340000385,TALUFO,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.636685999513823,0.41560311055854965,0.03,9
147,1206316023,Tudok,T'Boli,1206316000,South Cotabato,1206300000,107.075669,124.85029908286461,6.044561148500037,TUDOK,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.8263790845300293,0.5389350385831951,0.03,4
148,1206316024,Aflek,T'Boli,1206316000,South Cotabato,1206300000,32.73843,124.98917204054604,6.209018661000044,AFLEK,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.7512518933673809,0.48985453798877304,0.03,9
149,1206316025,Datal Bob,T'Boli,1206316000,South Cotabato,1206300000,17.683633,124.93639295344101,6.227600330000058,DATAL BOB,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.8480833200726009,0.5529809544092658,0.03,6
150,1206316026,Desawo,T'Boli,1206316000,South Cotabato,1206300000,8.805097,124.8529026288675,6.184392798000033,DESAWO,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.7794886990380712,0.5085290310633452,0.03,4
151,1206316027,Dlanag,T'Boli,1206316000,South Cotabato,1206300000,19.934629,124.82431677549536,6.0949508135000485,DLANAG,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.6782421808065178,0.44254339496178896,0.03,3
152,1206316028,Lemsnolon,T'Boli,1206316000,South Cotabato,1206300000,12.072991,124.83671284664024,6.241968963500057,LEMSNOLON,TBOLI,CALIBRATED_SOUTH_COTABATO,3.0,1.0150815831706121,0.6616074502709381,0.03,5
153,1206316029,Malugong,T'Boli,1206316000,South Cotabato,1206300000,11.569632,124.97374315877163,6.2201860560000455,MALUGONG,TBOLI,CALIBRATED_SOUTH_COTABATO,3.0,1.0743735014069395,0.7002123302556622,0.03,4
154,1206316030,Mongocayo,T'Boli,1206316000,South Cotabato,1206300000,33.892233,124.96266105289075,6.126539993000051,MONGOCAYO,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.8039472867633894,0.5243643452031195,0.03,3
155,1206316031,Salacafe,T'Boli,1206316000,South Cotabato,1206300000,45.288328,124.84758250037868,6.1124508690000425,SALACAFE,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.8862032734054855,0.5780622518790433,0.03,7
156,1206316032,T'bolok,T'Boli,1206316000,South Cotabato,1206300000,46.665488,124.88593179522744,6.122909801500042,T BOLOK,TBOLI,CALIBRATED_SOUTH_COTABATO,2.0,0.9892601161489476,0.644948490434649,0.03,8
157,1206314001,Albagan,Tampakan,1206314000,South Cotabato,1206300000,5.855436,125.03496402667764,6.43073625429879,ALBAGAN,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,0.9599429482832113,0.8570825024761285,0.01644718548084448,3
158,1206314002,Kipalbig,Tampakan,1206314000,South Cotabato,1206300000,23.538701,124.94812948260477,6.414941702500043,KIPALBIG,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,1.055186775097833,0.9482517824561983,0.01906117173045987,8
159,1206314003,Lambayong,Tampakan,1206314000,South Cotabato,1206300000,7.091786,124.97330003281476,6.434257786000046,LAMBAYONG,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,2.0,0.780061366754653,0.7045826212853132,0.02190346540648706,4
160,1206314004,Liberty,Tampakan,1206314000,South Cotabato,1206300000,11.696063,124.98987846540079,6.458448209000068,LIBERTY,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,1.0061374282114894,0.9042909732812271,0.0196902562592965,7
161,1206314005,Maltana,Tampakan,1206314000,South Cotabato,1206300000,7.089259,124.94816356937294,6.436073028000066,MALTANA,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,1.1352631930695969,1.0196837922420647,0.01922215156462468,5
162,1206314006,Poblacion,Tampakan,1206314000,South Cotabato,1206300000,7.549005,124.93454357810874,6.44691529858798,POBLACION,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,5.0,1.7794745291866205,1.594127284283492,0.0177381154925213,6
163,1206314007,Tablu,Tampakan,1206314000,South Cotabato,1206300000,66.963121,125.08288304768038,6.48579538550004,TABLU,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,0.9711834489903551,0.8760418487782674,0.021342055873657697,6
164,1206314008,Buto,Tampakan,1206314000,South Cotabato,1206300000,21.198008,124.97431345050293,6.484770297500062,BUTO,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,2.0,0.7945683517380642,0.7036183286860072,0.013227686025594397,9
165,1206314009,Lampitak,Tampakan,1206314000,South Cotabato,1206300000,20.871693,125.00677912072427,6.430691921000032,LAMPITAK,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,0.8954361015812563,0.806635233049248,0.020598325144012,8
166,1206314010,Palo,Tampakan,1206314000,South Cotabato,1206300000,10.51849,124.99715026350407,6.505440708000065,PALO,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,1.0431071240290004,0.9375470542779161,0.019693167740829146,3
167,1206314011,Pula-bato,Tampakan,1206314000,South Cotabato,1206300000,15.814787,125.02301187824943,6.474327095500057,PULA BATO,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,2.0,0.8137937452911912,0.7355699211308566,0.022419362340194312,6
168,1206314012,Danlag,Tampakan,1206314000,South Cotabato,1206300000,43.261847,125.03989437636517,6.505440708000065,DANLAG,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,1.1094731990349613,0.9932623595325644,0.017105016411506687,4
169,1206314013,San Isidro,Tampakan,1206314000,South Cotabato,1206300000,3.177488,124.95883708299525,6.453945501500043,SAN ISIDRO,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,3.0,0.9257924335775888,0.8364496338526409,0.021999129972952666,4
170,1206314014,Santa Cruz,Tampakan,1206314000,South Cotabato,1206300000,5.262691,124.93374977617997,6.466271916000039,SANTA CRUZ,TAMPAKAN,CALIBRATED_SOUTH_COTABATO,2.0,0.848634910709734,0.7657194172634644,0.021643586719909003,5
171,1206315001,Bukay Pait,Tantangan,1206315000,South Cotabato,1206300000,15.422158,124.76316798206811,6.566799018000069,BUKAY PAIT,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.4105770753022568,0.6407628853969749,0.015,4
172,1206315002,Cabuling,Tantangan,1206315000,South Cotabato,1206300000,4.490623,124.80613562437951,6.558845382000044,CABULING,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.2215518704248177,0.47069296831885826,0.015,4
173,1206315003,Dumadalig,Tantangan,1206315000,South Cotabato,1206300000,18.404227,124.73625179200293,6.568494830740772,DUMADALIG,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.44851907033427485,0.6697156637964166,0.015,5
174,1206315004,Libas,Tantangan,1206315000,South Cotabato,1206300000,12.479148,124.77681530830802,6.518347410000047,LIBAS,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.36933000368071517,0.6077252699046792,0.015,6
175,1206315005,Magon,Tantangan,1206315000,South Cotabato,1206300000,1.759356,124.71197281745974,6.615137905000067,MAGON,TANTANGAN,CALIBRATED_SOUTH_COTABATO,1.0,0.13867525906750633,0.3723912714706218,0.015,3
176,1206315006,Maibo,Tantangan,1206315000,South Cotabato,1206300000,14.69158,124.7776027739693,6.55440878400006,MAIBO,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.4007341692430685,0.6330356777015561,0.015,8
177,1206315007,Mangilala,Tantangan,1206315000,South Cotabato,1206300000,4.000259,124.72207473053165,6.6342261895000245,MANGILALA,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.2091058477056202,0.45728092864848435,0.015,3
178,1206315008,New Iloilo,Tantangan,1206315000,South Cotabato,1206300000,8.835128,124.79405477795557,6.55328582900006,NEW ILOILO,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.31076245634093436,0.5574607217920688,0.015,4
179,1206315009,New Lambunao,Tantangan,1206315000,South Cotabato,1206300000,1.232147,124.82468415745089,6.537572340301034,NEW LAMBUNAO,TANTANGAN,CALIBRATED_SOUTH_COTABATO,1.0,0.11605220183414086,0.3406643536299929,0.015,3
180,1206315010,Poblacion,Tantangan,1206315000,South Cotabato,1206300000,23.455267,124.73908648623198,6.615137905000067,POBLACION,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.5063400885151117,0.7115757784769741,0.015,4
181,1206315011,San Felipe,Tantangan,1206315000,South Cotabato,1206300000,5.414336,124.81440385455332,6.527496480212696,SAN FELIPE,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.24327345574140308,0.49322759020699874,0.015,9
182,1206315012,New Cuyapo,Tantangan,1206315000,South Cotabato,1206300000,4.506375,124.74536118027362,6.647334674000034,NEW CUYAPO,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.22194010497538724,0.4711051952328559,0.015,3
183,1206315013,Tinongcop,Tantangan,1206315000,South Cotabato,1206300000,3.160498,124.78949397334625,6.50773310331205,TINONGCOP,TANTANGAN,CALIBRATED_SOUTH_COTABATO,2.0,0.1858659700182749,0.4311217577648742,0.015,4
184,1206317001,Acmonan,Tupi,1206317000,South Cotabato,1206300000,30.883102,125.00039448199857,6.346520715000052,ACMONAN,TUPI,CALIBRATED_SOUTH_COTABATO,6.0,2.388095922712985,1.8949238059529927,-0.03,5
185,1206317002,Bololmala,Tupi,1206317000,South Cotabato,1206300000,10.640643,124.93100727094193,6.386088445500064,BOLOLMALA,TUPI,CALIBRATED_SOUTH_COTABATO,5.0,2.045674593776882,1.5649723918409162,-0.03,5
186,1206317003,Bunao,Tupi,1206317000,South Cotabato,1206300000,16.950087,124.93732883799828,6.314357681000047,BUNAO,TUPI,CALIBRATED_SOUTH_COTABATO,6.0,2.7370347858621233,1.9191998289511638,-0.03,7
187,1206317004,Cebuano,Tupi,1206317000,South Cotabato,1206300000,28.277489,124.9613909577586,6.38001828350005,CEBUANO,TUPI,CALIBRATED_SOUTH_COTABATO,7.0,3.176020073873031,2.33688261643826,-0.03,7
188,1206317005,Crossing Rubber,Tupi,1206317000,South Cotabato,1206300000,9.231431,124.92605819787187,6.358861334500034,CROSSING RUBBER,TUPI,CALIBRATED_SOUTH_COTABATO,5.0,2.189931310209627,1.7111448766414514,-0.03,7
189,1206317006,Kablon,Tupi,1206317000,South Cotabato,1206300000,39.320907,125.0086797511844,6.321361375500032,KABLON,TUPI,CALIBRATED_SOUTH_COTABATO,7.0,3.0463383799749115,2.3007967470720154,-0.03,9
190,1206317007,Kalkam,Tupi,1206317000,South Cotabato,1206300000,9.456024,124.91765448140868,6.3264048350000355,KALKAM,TUPI,CALIBRATED_SOUTH_COTABATO,2.0,0.9136897774488936,0.6421495027919987,-0.03,3
191,1206317009,Linan,Tupi,1206317000,South Cotabato,1206300000,23.792428,125.00479923285116,6.3738848300000654,LINAN,TUPI,CALIBRATED_SOUTH_COTABATO,4.0,1.8040823393480676,1.3279363134012996,-0.03,4
192,1206317010,Lunen,Tupi,1206317000,South Cotabato,1206300000,19.04076,124.89687383351712,6.320675068500038,LUNEN,TUPI,CALIBRATED_SOUTH_COTABATO,4.0,1.7190440783389922,1.2818961391799184,-0.03,10
193,1206317011,Miasong,Tupi,1206317000,South Cotabato,1206300000,47.888052,125.06008683119947,6.404098535044561,MIASONG,TUPI,CALIBRATED_SOUTH_COTABATO,5.0,2.1866606987969095,1.7512192518556229,-0.03,11
194,1206317012,Palian,Tupi,1206317000,South Cotabato,1206300000,7.249768,124.9059463785147,6.378653125500051,PALIAN,TUPI,CALIBRATED_SOUTH_COTABATO,4.0,1.5952424419531883,1.1899296752818522,-0.03,5
195,1206317013,Poblacion,Tupi,1206317000,South Cotabato,1206300000,8.999941,124.9571288491938,6.33128405450006,POBLACION,TUPI,CALIBRATED_SOUTH_COTABATO,18.0,8.227516084804401,6.482574418161244,-0.03,7
196,1206317014,Polonuling,Tupi,1206317000,South Cotabato,1206300000,32.849969,124.9638159335203,6.275759617000034,POLONULING,TUPI,CALIBRATED_SOUTH_COTABATO,9.0,3.855582627489113,2.8343498172855663,-0.03,12
197,1206317015,Simbo,Tupi,1206317000,South Cotabato,1206300000,5.154809,124.96183563070915,6.250319325500073,SIMBO,TUPI,CALIBRATED_SOUTH_COTABATO,3.0,0.9638410968540919,0.7506110189081048,-0.03,4
198,1206317016,Tubeng,Tupi,1206317000,South Cotabato,1206300000,10.336148,124.87717636616313,6.34873740550006,TUBENG,TUPI,CALIBRATED_SOUTH_COTABATO,3.0,1.2831902330012241,0.9742914436617628,-0.03,4
