SOURCE_NODE_ID,TARGET_NODE_ID,SOURCE_PSGC,TARGET_PSGC,SOURCE_BARANGAY,TARGET_BARANGAY,DISTANCE_KM,EDGE_TYPE
58,65,1206319010,1206319017,Lamlahak,Takunel,4.460066500575863,QUEEN_CONTIGUITY
58,135,1206319010,1206316005,Lamlahak,Laconon,7.61813550094016,QUEEN_CONTIGUITY
59,66,1206319011,1206319018,Lower Maculan,Upper Maculan,3.5789540289318778,QUEEN_CONTIGUITY
59,133,1206319011,1206316002,Lower Maculan,Edwards,4.234980737125785,QUEEN_CONTIGUITY
59,137,1206319011,1206316011,Lower Maculan,New Dumangas,7.24389534393737,QUEEN_CONTIGUITY
59,138,1206319011,1206316012,Lower Maculan,Sinolon,5.193441738382369,QUEEN_CONTIGUITY
60,64,1206319012,1206319016,Luhib,Talisay,2.7261104105195284,QUEEN_CONTIGUITY
60,67,1206319012,1206319019,Luhib,Tasiman,14.505634793975137,QUEEN_CONTIGUITY
60,117,1206319012,1206313004,Luhib,Colongulo,5.3544915254517225,QUEEN_CONTIGUITY
60,125,1206319012,1206313020,Luhib,Little Baguio,4.553781428739531,QUEEN_CONTIGUITY
61,67,1206319013,1206319019,Ned,Tasiman,13.692657564681385,QUEEN_CONTIGUITY
61,130,1206319013,1206313031,Ned,Upper Sepaka,13.915413453681433,QUEEN_CONTIGUITY
62,63,1206319014,1206319015,Poblacion,Siluton,2.306570348347263,QUEEN_CONTIGUITY
62,65,1206319014,1206319017,Poblacion,Takunel,9.235856189406238,QUEEN_CONTIGUITY
63,66,1206319015,1206319018,Siluton,Upper Maculan,3.752764628238384,QUEEN_CONTIGUITY
64,117,1206319016,1206313004,Talisay,Colongulo,5.145305222352551,QUEEN_CONTIGUITY
64,125,1206319016,1206313020,Talisay,Little Baguio,3.4715493072319705,QUEEN_CONTIGUITY
65,67,1206319017,1206319019,Takunel,Tasiman,5.3858132126607385,QUEEN_CONTIGUITY
65,135,1206319017,1206316005,Takunel,Laconon,10.792713836727444,QUEEN_CONTIGUITY
66,137,1206319018,1206316011,Upper Maculan,New Dumangas,5.179924543326605,QUEEN_CONTIGUITY
68,70,1206311002,1206311006,Dumaguil,Kibid,2.057508201165977,QUEEN_CONTIGUITY
68,79,1206311002,1206311020,Dumaguil,Simsiman,2.114857909522003,QUEEN_CONTIGUITY
68,80,1206311002,1206311021,Dumaguil,Tinago,3.379232071834417,QUEEN_CONTIGUITY
69,73,1206311003,1206311009,Esperanza,Lopez Jaena,2.194637009166199,QUEEN_CONTIGUITY
69,75,1206311003,1206311013,Esperanza,Poblacion,2.9915851856138937,QUEEN_CONTIGUITY
69,106,1206311003,1206318002,Esperanza,Guinsang-an,1.864449221601258,QUEEN_CONTIGUITY
69,107,1206311003,1206318003,Esperanza,Katipunan,4.304682694377298,QUEEN_CONTIGUITY
69,112,1206311003,1206318008,Esperanza,San Vicente,3.222320854585496,QUEEN_CONTIGUITY
70,75,1206311006,1206311013,Kibid,Poblacion,2.8190092653532286,QUEEN_CONTIGUITY
70,79,1206311006,1206311020,Kibid,Simsiman,2.8456499328142963,QUEEN_CONTIGUITY
70,80,1206311006,1206311021,Kibid,Tinago,3.810155463548188,QUEEN_CONTIGUITY
70,81,1206311006,1206311022,Kibid,"Benigno Aquino, Jr.",1.6623695641917922,QUEEN_CONTIGUITY
71,72,1206311007,1206311008,Lapuz,Liberty,1.5985780785279993,QUEEN_CONTIGUITY
71,75,1206311007,1206311013,Lapuz,Poblacion,4.662618112867643,QUEEN_CONTIGUITY
71,109,1206311007,1206318005,Lapuz,Panay,4.008053427166225,NEAREST_FALLBACK
71,112,1206311007,1206318008,Lapuz,San Vicente,3.650276569287164,NEAREST_FALLBACK
72,74,1206311008,1206311011,Liberty,Matapol,3.8309888788715725,NEAREST_FALLBACK
72,75,1206311008,1206311013,Liberty,Poblacion,5.01532782103164,QUEEN_CONTIGUITY
72,77,1206311008,1206311016,Liberty,San Jose,2.4296658666133832,QUEEN_CONTIGUITY
73,75,1206311009,1206311013,Lopez Jaena,Poblacion,3.7867620815005916,QUEEN_CONTIGUITY
73,76,1206311009,1206311014,Lopez Jaena,Puti,5.135356788398392,QUEEN_CONTIGUITY
73,78,1206311009,1206311017,Lopez Jaena,San Miguel,3.093151898485954,QUEEN_CONTIGUITY
73,107,1206311009,1206318003,Lopez Jaena,Katipunan,3.0055477740658563,QUEEN_CONTIGUITY
74,77,1206311011,1206311016,Matapol,San Jose,1.418580976176395,QUEEN_CONTIGUITY
