DATE,MUNICIPALITY,MUNICIPALITY_CODE,POSTERIOR_MEAN_CASES,LOWER_CREDIBLE_CASES,UPPER_CREDIBLE_CASES,MEAN_OUTBREAK_PROBABILITY,MAX_OUTBREAK_PROBABILITY,LOW_ALERT_COUNT,MODERATE_ALERT_COUNT,HIGH_ALERT_COUNT,CRITICAL_ALERT_COUNT,AUTOMATIC_OUTBREAK_ALERT_COUNT,INDIVIDUAL_OUTBREAK_ALERT_COUNT,PROBABILISTIC_OUTBREAK_ALERT_COUNT,RED_CLUSTER_OUTBREAK_ALERT_COUNT,RED_CLUSTER_LIKELY_ORIGIN_COUNT,RED_CASE_ZONE_COUNT,NEW_AUTOMATIC_OUTBREAK_ONSET_COUNT,NEW_HIGH_RISK_ONSET_COUNT,MEAN_HOTSPOT_Z_SCORE,MAX_HOTSPOT_Z_SCORE,BARANGAY_COUNT,CALIBRATED_BARANGAY_COUNT
2029-04-01,Tampakan,1206314000,18.340000,0.000000,60.550000,0.200857,0.308000,13,1,0,0,0,0,0,0,0,1,0,0,-0.088332,0.653804,14,14
2029-04-01,Tantangan,1206315000,4.136000,0.000000,25.775000,0.074154,0.168000,13,0,0,0,0,0,0,0,0,0,0,0,-2.514772,-1.703631,13,13
2029-04-01,Tupi,1206317000,17.564000,0.000000,61.775000,0.022667,0.124000,15,0,0,0,0,0,0,0,0,1,0,0,0.169586,2.199089,15,15
2029-05-01,Banga,1206302000,29.836000,0.000000,99.325000,0.202182,0.352000,20,2,0,0,0,0,0,0,0,0,0,0,0.243802,2.102029,22,22
2029-05-01,City of Koronadal,1206306000,8.668000,0.000000,52.325000,0.060889,0.140000,27,0,0,0,0,0,0,0,0,0,0,0,-2.906773,-1.529386,27,27
2029-05-01,Lake Sebu,1206319000,21.540000,0.000000,76.425000,0.278526,0.360000,9,10,0,0,0,0,0,0,0,0,0,0,-0.116934,1.965039,19,19
2029-05-01,Norala,1206311000,16.272000,0.000000,58.000000,0.108286,0.132000,14,0,0,0,0,0,0,0,0,0,0,0,-0.360710,0.064579,14,14
2029-05-01,Polomolok,1206312000,54.512000,1.000000,158.100000,0.313391,0.440000,7,16,0,0,8,0,0,8,1,9,0,0,3.483361,7.288285,23,23
2029-05-01,Santo Niño,1206318000,11.596000,0.000000,41.550000,0.142000,0.252000,10,0,0,0,0,0,0,0,0,0,0,0,-0.237880,0.007736,10,10
2029-05-01,Surallah,1206313000,37.572000,0.000000,110.325000,0.147529,0.204000,17,0,0,0,6,0,0,6,1,8,4,0,2.301782,3.210584,17,17
2029-05-01,T'Boli,1206316000,31.132000,0.000000,107.325000,0.289600,0.392000,13,12,0,0,0,0,0,0,0,0,0,0,0.032841,1.488752,25,25
2029-05-01,Tampakan,1206314000,18.288000,0.000000,59.775000,0.202000,0.352000,13,1,0,0,0,0,0,0,0,0,0,0,-0.101483,0.441738,14,14
2029-05-01,Tantangan,1206315000,4.468000,0.000000,27.000000,0.081231,0.152000,13,0,0,0,0,0,0,0,0,0,0,0,-2.451634,-1.611771,13,13
2029-05-01,Tupi,1206317000,17.608000,0.000000,64.550000,0.022133,0.132000,15,0,0,0,0,0,0,0,0,1,0,0,0.203671,2.401140,15,15
2029-06-01,Banga,1206302000,29.964000,0.000000,99.650000,0.200727,0.340000,21,1,0,0,0,0,0,0,0,0,0,0,0.307508,2.303204,22,22
2029-06-01,City of Koronadal,1206306000,8.556000,0.000000,51.775000,0.060296,0.128000,27,0,0,0,0,0,0,0,0,0,0,0,-2.875457,-1.581568,27,27
2029-06-01,Lake Sebu,1206319000,21.612000,0.000000,74.550000,0.283579,0.384000,11,8,0,0,0,0,0,0,0,0,0,0,-0.125029,1.857115,19,19
2029-06-01,Norala,1206311000,16.564000,0.000000,55.550000,0.122286,0.180000,14,0,0,0,0,0,0,0,0,0,0,0,-0.321390,0.129587,14,14
2029-06-01,Polomolok,1206312000,54.744000,1.225000,158.775000,0.317565,0.416000,9,14,0,0,10,0,0,10,1,10,2,0,3.403434,7.011778,23,23
2029-06-01,Santo Niño,1206318000,12.472000,0.000000,44.775000,0.168800,0.276000,10,0,0,0,0,0,0,0,0,0,0,0,-0.016047,0.205175,10,10
2029-06-01,Surallah,1206313000,38.904000,0.000000,114.775000,0.162588,0.260000,17,0,0,0,9,0,0,9,1,9,4,0,2.426007,3.432244,17,17
2029-06-01,T'Boli,1206316000,30.520000,0.000000,102.100000,0.283040,0.380000,16,9,0,0,0,0,0,0,0,0,0,0,-0.088709,1.241789,25,25
2029-06-01,Tampakan,1206314000,17.524000,0.000000,61.550000,0.174571,0.324000,13,1,0,0,0,0,0,0,0,0,0,0,-0.283236,0.286284,14,14
2029-06-01,Tantangan,1206315000,4.536000,0.000000,27.000000,0.080615,0.164000,13,0,0,0,0,0,0,0,0,0,0,0,-2.394734,-1.591886,13,13
2029-06-01,Tupi,1206317000,18.040000,0.000000,64.000000,0.024267,0.128000,15,0,0,0,0,0,0,0,0,1,0,0,0.226768,2.438967,15,15
2029-07-01,Banga,1206302000,29.708000,0.000000,100.100000,0.194364,0.312000,20,2,0,0,0,0,0,0,0,0,0,0,0.241218,1.972260,22,22
2029-07-01,City of Koronadal,1206306000,8.924000,0.000000,52.775000,0.062074,0.152000,27,0,0,0,0,0,0,0,0,0,0,0,-2.840771,-1.382937,27,27
2029-07-01,Lake Sebu,1206319000,21.468000,0.000000,76.875000,0.273474,0.376000,11,8,0,0,0,0,0,0,0,1,0,0,-0.128209,1.857578,19,19
2029-07-01,Norala,1206311000,16.220000,0.000000,54.775000,0.118857,0.184000,14,0,0,0,0,0,0,0,0,0,0,0,-0.406766,-0.055574,14,14
2029-07-01,Polomolok,1206312000,55.776000,1.225000,159.650000,0.328174,0.456000,7,16,0,0,7,0,0,7,1,8,0,0,3.440498,7.066825,23,23
2029-07-01,Santo Niño,1206318000,12.080000,0.000000,39.000000,0.163200,0.244000,10,0,0,0,0,0,0,0,0,0,0,0,-0.159590,0.051881,10,10
2029-07-01,Surallah,1206313000,39.080000,0.000000,116.550000,0.159059,0.240000,17,0,0,0,6,0,0,6,2,9,2,0,2.387100,3.222893,17,17
2029-07-01,T'Boli,1206316000,30.684000,0.000000,104.325000,0.285280,0.360000,12,13,0,0,0,0,0,0,0,0,0,0,-0.045272,1.222533,25,25
2029-07-01,Tampakan,1206314000,17.048000,0.000000,56.775000,0.172286,0.324000,13,1,0,0,0,0,0,0,0,0,0,0,-0.373591,0.199194,14,14
2029-07-01,Tantangan,1206315000,4.472000,0.000000,26.000000,0.092308,0.200000,13,0,0,0,0,0,0,0,0,0,0,0,-2.422350,-1.585571,13,13
2029-07-01,Tupi,1206317000,18.008000,0.000000,63.325000,0.023733,0.128000,15,0,0,0,0,0,0,0,0,1,0,0,0.204913,2.370732,15,15
2029-08-01,Banga,1206302000,30.348000,0.000000,102.550000,0.204909,0.340000,18,4,0,0,0,0,0,0,0,0,0,0,0.279667,2.110735,22,22
2029-08-01,City of Koronadal,1206306000,8.816000,0.000000,53.875000,0.062222,0.136000,27,0,0,0,0,0,0,0,0,0,0,0,-2.868067,-1.389614,27,27
2029-08-01,Lake Sebu,1206319000,21.868000,0.000000,76.000000,0.279158,0.344000,10,9,0,0,0,0,0,0,0,1,0,0,-0.144168,2.029187,19,19
2029-08-01,Norala,1206311000,16.480000,0.000000,55.550000,0.122571,0.152000,14,0,0,0,0,0,0,0,0,0,0,0,-0.352049,0.229695,14,14
2029-08-01,Polomolok,1206312000,55.756000,1.000000,158.425000,0.331130,0.460000,9,14,0,0,10,0,0,10,1,10,3,0,3.466408,7.175322,23,23
2029-08-01,Santo Niño,1206318000,12.900000,0.000000,45.325000,0.174400,0.276000,10,0,0,0,0,0,0,0,0,0,0,0,0.044251,0.247782,10,10
2029-08-01,Surallah,1206313000,39.688000,0.000000,121.425000,0.171059,0.240000,17,0,0,0,9,0,0,9,1,11,4,0,2.454603,3.429505,17,17
2029-08-01,T'Boli,1206316000,30.988000,0.000000,109.875000,0.289600,0.404000,14,11,0,0,0,0,0,0,0,0,0,0,-0.016832,1.354348,25,25
2029-08-01,Tampakan,1206314000,16.988000,0.000000,56.550000,0.163429,0.268000,14,0,0,0,0,0,0,0,0,0,0,0,-0.413749,0.185483,14,14
2029-08-01,Tantangan,1206315000,4.220000,0.000000,26.550000,0.075385,0.168000,13,0,0,0,0,0,0,0,0,0,0,0,-2.462305,-1.613719,13,13
2029-08-01,Tupi,1206317000,18.088000,0.000000,62.000000,0.021067,0.128000,15,0,0,0,0,0,0,0,0,1,0,0,0.194400,2.388145,15,15
2029-09-01,Banga,1206302000,30.816000,0.000000,99.550000,0.207273,0.316000,20,2,0,0,0,0,0,0,0,0,0,0,0.368903,2.410575,22,22
2029-09-01,City of Koronadal,1206306000,9.040000,0.000000,54.000000,0.067111,0.152000,27,0,0,0,0,0,0,0,0,0,0,0,-2.797808,-1.355330,27,27
2029-09-01,Lake Sebu,1206319000,21.352000,0.000000,72.550000,0.276632,0.364000,11,8,0,0,0,0,0,0,0,0,0,0,-0.139232,2.041331,19,19
2029-09-01,Norala,1206311000,16.348000,0.000000,56.000000,0.118571,0.176000,14,0,0,0,0,0,0,0,0,0,0,0,-0.371433,0.077599,14,14
2029-09-01,Polomolok,1206312000,56.068000,2.000000,160.775000,0.330261,0.480000,11,12,0,0,8,0,0,8,1,8,0,0,3.441756,7.199540,23,23
2029-09-01,Santo Niño,1206318000,13.028000,0.000000,44.775000,0.189200,0.316000,9,1,0,0,0,0,0,0,0,0,0,0,0.052749,0.299277,10,10
2029-09-01,Surallah,1206313000,40.860000,0.000000,122.100000,0.184941,0.260000,17,0,0,0,8,0,0,8,1,9,1,0,2.601316,3.596131,17,17
2029-09-01,T'Boli,1206316000,30.640000,0.000000,103.550000,0.286720,0.396000,12,13,0,0,0,0,0,0,0,0,0,0,-0.089994,1.407897,25,25
2029-09-01,Tampakan,1206314000,16.264000,0.000000,57.550000,0.162000,0.260000,14,0,0,0,0,0,0,0,0,0,0,0,-0.546840,0.028143,14,14
2029-09-01,Tantangan,1206315000,4.396000,0.000000,28.325000,0.080615,0.160000,13,0,0,0,0,0,0,0,0,0,0,0,-2.441948,-1.699583,13,13
2029-09-01,Tupi,1206317000,17.868000,0.000000,62.325000,0.024267,0.128000,15,0,0,0,0,0,0,0,0,1,0,0,0.108837,2.125084,15,15
2029-10-01,Banga,1206302000,31.004000,0.000000,104.100000,0.215455,0.328000,19,3,0,0,0,0,0,0,0,0,0,0,0.361868,2.306281,22,22
2029-10-01,City of Koronadal,1206306000,9.088000,0.000000,54.100000,0.063556,0.116000,27,0,0,0,0,0,0,0,0,0,0,0,-2.764935,-1.404638,27,27
2029-10-01,Lake Sebu,1206319000,20.824000,0.000000,75.325000,0.269895,0.380000,12,7,0,0,0,0,0,0,0,0,0,0,-0.230326,2.130765,19,19
2029-10-01,Norala,1206311000,16.448000,0.000000,54.775000,0.120571,0.164000,14,0,0,0,0,0,0,0,0,0,0,0,-0.346046,0.104346,14,14
2029-10-01,Polomolok,1206312000,55.996000,1.000000,156.875000,0.334609,0.468000,8,15,0,0,8,0,0,8,1,8,1,0,3.412759,7.099902,23,23
2029-10-01,Santo Niño,1206318000,12.760000,0.000000,45.550000,0.176400,0.260000,10,0,0,0,0,0,0,0,0,0,0,0,0.022421,0.275713,10,10
2029-10-01,Surallah,1206313000,40.988000,0.000000,115.775000,0.182353,0.280000,17,0,0,0,9,0,0,9,1,9,3,0,2.652883,3.752953,17,17
2029-10-01,T'Boli,1206316000,30.364000,0.000000,109.650000,0.280000,0.376000,13,12,0,0,0,0,0,0,0,0,0,0,-0.101058,1.402776,25,25
2029-10-01,Tampakan,1206314000,16.168000,0.000000,56.000000,0.160000,0.340000,13,1,0,0,0,0,0,0,0,0,0,0,-0.579916,-0.045330,14,14
2029-10-01,Tantangan,1206315000,4.308000,0.000000,23.775000,0.080000,0.140000,13,0,0,0,0,0,0,0,0,0,0,0,-2.382647,-1.656001,13,13
2029-10-01,Tupi,1206317000,17.968000,0.000000,62.775000,0.022400,0.104000,15,0,0,0,0,0,0,0,0,1,0,0,0.166372,2.327928,15,15
2029-11-01,Banga,1206302000,31.152000,0.000000,102.100000,0.219273,0.352000,18,4,0,0,0,0,0,0,0,0,0,0,0.419150,2.532308,22,22
2029-11-01,City of Koronadal,1206306000,9.124000,0.000000,55.550000,0.064741,0.132000,27,0,0,0,0,0,0,0,0,0,0,0,-2.750443,-1.316143,27,27
2029-11-01,Lake Sebu,1206319000,20.848000,0.000000,74.775000,0.260211,0.340000,13,6,0,0,0,0,0,0,0,0,0,0,-0.247546,2.088071,19,19
2029-11-01,Norala,1206311000,15.784000,0.000000,55.775000,0.111429,0.160000,14,0,0,0,0,0,0,0,0,0,0,0,-0.421142,0.067173,14,14
2029-11-01,Polomolok,1206312000,56.200000,1.225000,161.650000,0.335826,0.444000,7,16,0,0,10,0,0,10,1,10,2,0,3.446488,6.968258,23,23
2029-11-01,Santo Niño,1206318000,12.800000,0.000000,42.325000,0.180000,0.268000,10,0,0,0,0,0,0,0,0,0,0,0,0.015319,0.369508,10,10
2029-11-01,Surallah,1206313000,41.684000,0.000000,121.100000,0.189176,0.256000,17,0,0,0,0,0,0,0,0,8,0,0,2.674776,3.714961,17,17
2029-11-01,T'Boli,1206316000,30.144000,0.000000,104.325000,0.275840,0.376000,16,9,0,0,0,0,0,0,0,0,0,0,-0.130847,1.213944,25,25
2029-11-01,Tampakan,1206314000,15.216000,0.000000,52.775000,0.142857,0.244000,14,0,0,0,0,0,0,0,0,0,0,0,-0.725072,-0.192874,14,14
2029-11-01,Tantangan,1206315000,4.344000,0.000000,26.000000,0.079077,0.144000,13,0,0,0,0,0,0,0,0,0,0,0,-2.345502,-1.571316,13,13
2029-11-01,Tupi,1206317000,18.056000,0.000000,61.775000,0.025867,0.168000,15,0,0,0,0,0,0,0,0,1,0,0,0.185297,2.382105,15,15
2029-12-01,Banga,1206302000,31.228000,0.000000,99.000000,0.216182,0.360000,20,2,0,0,0,0,0,0,0,0,0,0,0.426070,2.719974,22,22
2029-12-01,City of Koronadal,1206306000,8.792000,0.000000,53.550000,0.062370,0.136000,27,0,0,0,0,0,0,0,0,0,0,0,-2.743037,-1.337358,27,27
2029-12-01,Lake Sebu,1206319000,21.372000,0.000000,74.775000,0.269684,0.356000,12,7,0,0,0,0,0,0,0,0,0,0,-0.219826,2.164962,19,19
2029-12-01,Norala,1206311000,16.276000,0.000000,56.775000,0.117714,0.180000,14,0,0,0,0,0,0,0,0,0,0,0,-0.377659,0.171796,14,14
2029-12-01,Polomolok,1206312000,57.268000,2.000000,166.775000,0.337217,0.464000,8,15,0,0,3,0,0,3,1,6,0,0,3.332396,6.817908,23,23
2029-12-01,Santo Niño,1206318000,13.672000,0.000000,45.550000,0.192800,0.288000,10,0,0,0,0,0,0,0,0,0,0,0,0.150298,0.417510,10,10
2029-12-01,Surallah,1206313000,43.600000,0.000000,125.550000,0.204941,0.308000,16,1,0,0,3,0,0,3,1,7,3,0,2.781278,3.820276,17,17
2029-12-01,T'Boli,1206316000,29.504000,0.000000,107.550000,0.266560,0.384000,18,7,0,0,0,0,0,0,0,0,0,0,-0.220866,1.273617,25,25
2029-12-01,Tampakan,1206314000,15.176000,0.000000,54.775000,0.141429,0.232000,14,0,0,0,0,0,0,0,0,0,0,0,-0.780271,-0.262211,14,14
2029-12-01,Tantangan,1206315000,4.420000,0.000000,27.325000,0.087692,0.204000,13,0,0,0,0,0,0,0,0,0,0,0,-2.326929,-1.640702,13,13
2029-12-01,Tupi,1206317000,18.168000,0.000000,61.775000,0.022667,0.152000,15,0,0,0,0,0,0,0,0,1,0,0,0.144192,2.224208,15,15
2030-01-01,Banga,1206302000,29.860000,0.000000,99.325000,0.200182,0.328000,20,2,0,0,0,0,0,0,0,0,0,0,0.267295,2.143754,22,22
2030-01-01,City of Koronadal,1206306000,8.980000,0.000000,53.775000,0.062222,0.116000,27,0,0,0,0,0,0,0,0,0,0,0,-2.904444,-1.401333,27,27
2030-01-01,Lake Sebu,1206319000,22.436000,0.000000,78.000000,0.292842,0.412000,9,10,0,0,0,0,0,0,0,1,0,0,-0.060694,1.962957,19,19
2030-01-01,Norala,1206311000,16.116000,0.000000,55.775000,0.119429,0.192000,14,0,0,0,0,0,0,0,0,0,0,0,-0.461782,0.058217,14,14
2030-01-01,Polomolok,1206312000,54.472000,0.000000,160.100000,0.321043,0.432000,10,13,0,0,10,0,0,10,1,10,7,0,3.427239,7.216503,23,23
2030-01-01,Santo Niño,1206318000,12.740000,0.000000,43.000000,0.177600,0.284000,10,0,0,0,0,0,0,0,0,0,0,0,0.020421,0.178904,10,10
2030-01-01,Surallah,1206313000,37.536000,0.000000,111.100000,0.148706,0.224000,17,0,0,0,11,0,0,11,1,11,8,0,2.384013,3.250675,17,17
2030-01-01,T'Boli,1206316000,30.920000,0.000000,110.875000,0.283840,0.364000,12,13,0,0,0,0,0,0,0,0,0,0,-0.021926,1.426737,25,25
2030-01-01,Tampakan,1206314000,18.556000,0.000000,61.775000,0.206286,0.348000,11,3,0,0,0,0,0,0,0,0,0,0,-0.090480,0.516468,14,14
2030-01-01,Tantangan,1206315000,4.372000,0.000000,26.000000,0.081231,0.164000,13,0,0,0,0,0,0,0,0,0,0,0,-2.523087,-1.764379,13,13
2030-01-01,Tupi,1206317000,17.560000,0.000000,57.550000,0.024533,0.160000,15,0,0,0,0,0,0,0,0,1,0,0,0.100458,2.035394,15,15
2030-02-01,Banga,1206302000,29.292000,0.000000,99.325000,0.199455,0.320000,20,2,0,0,0,0,0,0,0,0,0,0,0.201849,2.180993,22,22
2030-02-01,City of Koronadal,1206306000,8.700000,0.000000,52.775000,0.061185,0.124000,27,0,0,0,0,0,0,0,0,0,0,0,-2.895446,-1.551872,27,27
2030-02-01,Lake Sebu,1206319000,22.136000,0.000000,73.775000,0.295579,0.380000,8,11,0,0,0,0,0,0,0,1,0,0,-0.082523,1.904751,19,19
2030-02-01,Norala,1206311000,16.324000,0.000000,56.775000,0.120857,0.156000,14,0,0,0,0,0,0,0,0,0,0,0,-0.374805,0.115149,14,14
2030-02-01,Polomolok,1206312000,54.760000,0.450000,159.200000,0.325043,0.476000,8,15,0,0,10,0,0,10,1,10,1,0,3.439444,7.178773,23,23
2030-02-01,Santo Niño,1206318000,12.172000,0.000000,39.775000,0.166000,0.276000,10,0,0,0,0,0,0,0,0,0,0,0,-0.155417,0.040698,10,10
2030-02-01,Surallah,1206313000,38.000000,0.000000,111.325000,0.156941,0.256000,17,0,0,0,11,0,0,11,1,11,0,0,2.330730,3.263928,17,17
2030-02-01,T'Boli,1206316000,31.460000,0.000000,105.325000,0.286400,0.388000,14,11,0,0,0,0,0,0,0,0,0,0,0.039475,1.376907,25,25
2030-02-01,Tampakan,1206314000,18.568000,0.000000,63.100000,0.198286,0.300000,13,1,0,0,0,0,0,0,0,0,0,0,-0.118107,0.521129,14,14
2030-02-01,Tantangan,1206315000,4.412000,0.000000,27.325000,0.080615,0.136000,13,0,0,0,0,0,0,0,0,0,0,0,-2.470575,-1.656725,13,13
2030-02-01,Tupi,1206317000,17.312000,0.000000,59.775000,0.022400,0.148000,15,0,0,0,0,0,0,0,0,1,0,0,0.114921,2.276281,15,15
2030-03-01,Banga,1206302000,29.572000,0.000000,98.100000,0.202909,0.348000,20,2,0,0,0,0,0,0,0,0,0,0,0.218607,2.201645,22,22
2030-03-01,City of Koronadal,1206306000,8.720000,0.000000,52.775000,0.060444,0.128000,27,0,0,0,0,0,0,0,0,0,0,0,-2.897634,-1.445763,27,27
2030-03-01,Lake Sebu,1206319000,22.364000,0.000000,79.775000,0.289474,0.376000,11,8,0,0,0,0,0,0,0,1,0,0,-0.040358,1.845824,19,19
2030-03-01,Norala,1206311000,16.464000,0.000000,57.775000,0.119429,0.188000,14,0,0,0,0,0,0,0,0,0,0,0,-0.380700,0.105976,14,14
2030-03-01,Polomolok,1206312000,53.872000,2.000000,154.550000,0.306261,0.416000,12,11,0,0,7,0,0,7,1,8,0,0,3.314860,6.874974,23,23
2030-03-01,Santo Niño,1206318000,12.176000,0.000000,40.775000,0.165200,0.304000,9,1,0,0,0,0,0,0,0,0,0,0,-0.114659,0.040301,10,10
2030-03-01,Surallah,1206313000,37.108000,0.000000,109.100000,0.142118,0.212000,17,0,0,0,0,0,0,0,0,4,0,0,2.240182,3.165575,17,17
2030-03-01,T'Boli,1206316000,32.152000,0.000000,108.875000,0.298880,0.400000,9,16,0,0,0,0,0,0,0,1,0,0,0.121580,1.338229,25,25
2030-03-01,Tampakan,1206314000,18.384000,0.000000,63.550000,0.202286,0.344000,12,2,0,0,0,0,0,0,0,0,0,0,-0.099430,0.595747,14,14
2030-03-01,Tantangan,1206315000,4.284000,0.000000,26.775000,0.082769,0.168000,13,0,0,0,0,0,0,0,0,0,0,0,-2.484738,-1.659316,13,13
2030-03-01,Tupi,1206317000,18.156000,0.000000,61.775000,0.020000,0.132000,15,0,0,0,0,0,0,0,0,1,0,0,0.272755,2.310675,15,15
2030-04-01,Banga,1206302000,29.848000,0.000000,103.875000,0.198727,0.328000,19,3,0,0,0,0,0,0,0,0,0,0,0.214327,2.010646,22,22
2030-04-01,City of Koronadal,1206306000,8.756000,0.000000,51.100000,0.061333,0.116000,27,0,0,0,0,0,0,0,0,0,0,0,-2.848131,-1.503879,27,27
2030-04-01,Lake Sebu,1206319000,21.916000,0.000000,78.550000,0.284000,0.344000,9,10,0,0,0,0,0,0,0,0,0,0,-0.095722,1.904390,19,19
2030-04-01,Norala,1206311000,16.364000,0.000000,56.550000,0.117143,0.156000,14,0,0,0,0,0,0,0,0,0,0,0,-0.330883,0.015106,14,14
2030-04-01,Polomolok,1206312000,54.472000,2.000000,159.875000,0.310435,0.432000,11,12,0,0,11,0,0,11,1,11,4,0,3.418511,7.134738,23,23
2030-04-01,Santo Niño,1206318000,12.152000,0.000000,43.325000,0.161600,0.264000,10,0,0,0,0,0,0,0,0,0,0,0,-0.127394,0.041410,10,10
2030-04-01,Surallah,1206313000,37.272000,0.000000,111.100000,0.142353,0.244000,17,0,0,0,12,0,0,12,1,12,12,0,2.230718,3.123868,17,17
2030-04-01,T'Boli,1206316000,31.168000,0.000000,106.775000,0.292960,0.392000,12,13,0,0,0,0,0,0,0,1,0,0,0.038598,1.248763,25,25
2030-04-01,Tampakan,1206314000,18.792000,0.000000,63.325000,0.208857,0.340000,11,3,0,0,0,0,0,0,0,0,0,0,-0.038023,0.687213,14,14
2030-04-01,Tantangan,1206315000,4.184000,0.000000,24.775000,0.067692,0.132000,13,0,0,0,0,0,0,0,0,0,0,0,-2.440483,-1.559067,13,13
2030-04-01,Tupi,1206317000,17.624000,0.000000,59.775000,0.024267,0.144000,15,0,0,0,0,0,0,0,0,1,0,0,0.131159,2.135303,15,15
2030-05-01,Banga,1206302000,30.212000,0.000000,100.325000,0.198909,0.304000,21,1,0,0,0,0,0,0,0,0,0,0,0.311474,2.286496,22,22
2030-05-01,City of Koronadal,1206306000,8.936000,0.000000,54.325000,0.063556,0.124000,27,0,0,0,0,0,0,0,0,0,0,0,-2.877260,-1.352803,27,27
2030-05-01,Lake Sebu,1206319000,22.200000,0.000000,76.775000,0.287368,0.384000,8,11,0,0,0,0,0,0,0,0,0,0,-0.066448,2.053868,19,19
2030-05-01,Norala,1206311000,16.384000,0.000000,58.550000,0.122571,0.176000,14,0,0,0,0,0,0,0,0,0,0,0,-0.408041,-0.011262,14,14
2030-05-01,Polomolok,1206312000,55.576000,1.000000,162.100000,0.326435,0.448000,9,14,0,0,10,0,0,10,1,10,0,0,3.464113,7.213746,23,23
2030-05-01,Santo Niño,1206318000,12.388000,0.000000,44.000000,0.169600,0.268000,10,0,0,0,0,0,0,0,0,0,0,0,-0.099709,0.047434,10,10
2030-05-01,Surallah,1206313000,38.868000,0.000000,117.325000,0.169176,0.264000,17,0,0,0,5,0,0,5,1,8,0,0,2.374976,3.251047,17,17
2030-05-01,T'Boli,1206316000,30.928000,0.000000,105.550000,0.290560,0.368000,9,16,0,0,0,0,0,0,0,0,0,0,-0.024969,1.341789,25,25
2030-05-01,Tampakan,1206314000,18.000000,0.000000,56.775000,0.196286,0.324000,12,2,0,0,0,0,0,0,0,0,0,0,-0.208921,0.324011,14,14
2030-05-01,Tantangan,1206315000,4.536000,0.000000,28.325000,0.084000,0.160000,13,0,0,0,0,0,0,0,0,0,0,0,-2.433171,-1.588970,13,13
2030-05-01,Tupi,1206317000,17.492000,0.000000,59.000000,0.021600,0.124000,15,0,0,0,0,0,0,0,0,1,0,0,0.134808,2.355181,15,15
2030-06-01,Banga,1206302000,30.076000,0.000000,98.100000,0.202000,0.324000,21,1,0,0,0,0,0,0,0,0,0,0,0.245605,2.168402,22,22
2030-06-01,City of Koronadal,1206306000,8.892000,0.000000,53.875000,0.065185,0.124000,27,0,0,0,0,0,0,0,0,0,0,0,-2.914535,-1.542798,27,27
2030-06-01,Lake Sebu,1206319000,22.164000,0.000000,79.100000,0.288421,0.428000,11,8,0,0,0,0,0,0,0,0,0,0,-0.066983,2.066866,19,19
2030-06-01,Norala,1206311000,16.612000,0.000000,58.000000,0.125429,0.172000,14,0,0,0,0,0,0,0,0,0,0,0,-0.375824,0.125058,14,14
2030-06-01,Polomolok,1206312000,55.360000,0.000000,161.875000,0.326087,0.472000,9,14,0,0,5,0,0,5,1,6,0,0,3.431455,7.049853,23,23
2030-06-01,Santo Niño,1206318000,12.272000,0.000000,41.000000,0.165200,0.296000,10,0,0,0,0,0,0,0,0,0,0,0,-0.134239,0.083211,10,10
2030-06-01,Surallah,1206313000,39.736000,0.000000,117.325000,0.166118,0.272000,17,0,0,0,0,0,0,0,0,5,0,0,2.473262,3.508672,17,17
2030-06-01,T'Boli,1206316000,31.404000,0.000000,107.775000,0.288480,0.388000,12,13,0,0,0,0,0,0,0,0,0,0,0.000339,1.237336,25,25
2030-06-01,Tampakan,1206314000,17.344000,0.000000,58.775000,0.187714,0.292000,14,0,0,0,0,0,0,0,0,0,0,0,-0.330575,0.295360,14,14
2030-06-01,Tantangan,1206315000,4.480000,0.000000,28.000000,0.080000,0.140000,13,0,0,0,0,0,0,0,0,0,0,0,-2.444163,-1.594715,13,13
2030-06-01,Tupi,1206317000,18.280000,0.000000,63.550000,0.025600,0.140000,15,0,0,0,0,0,0,0,0,1,0,0,0.222527,2.432337,15,15
2030-07-01,Banga,1206302000,30.684000,0.000000,103.100000,0.209273,0.344000,19,3,0,0,0,0,0,0,0,0,0,0,0.306172,2.130308,22,22
2030-07-01,City of Koronadal,1206306000,9.088000,0.000000,56.325000,0.065778,0.128000,27,0,0,0,0,0,0,0,0,0,0,0,-2.850492,-1.451957,27,27
2030-07-01,Lake Sebu,1206319000,21.304000,0.000000,77.000000,0.277263,0.372000,10,9,0,0,0,0,0,0,0,0,0,0,-0.200725,1.814876,19,19
2030-07-01,Norala,1206311000,16.512000,0.000000,59.100000,0.122286,0.176000,14,0,0,0,0,0,0,0,0,0,0,0,-0.380025,0.158511,14,14
2030-07-01,Polomolok,1206312000,56.652000,2.000000,167.650000,0.334957,0.452000,6,17,0,0,7,0,0,7,1,8,2,0,3.499667,7.162692,23,23
2030-07-01,Santo Niño,1206318000,12.704000,0.000000,45.550000,0.180800,0.292000,10,0,0,0,0,0,0,0,0,0,0,0,-0.054889,0.157229,10,10
2030-07-01,Surallah,1206313000,39.420000,0.000000,120.650000,0.167529,0.280000,17,0,0,0,6,0,0,6,1,7,6,0,2.423882,3.405129,17,17
2030-07-01,T'Boli,1206316000,30.648000,0.000000,104.100000,0.281920,0.376000,14,11,0,0,0,0,0,0,0,0,0,0,-0.063712,1.487419,25,25
